0.0334502831 0.0334502831 15.3695838127 0.0334502831 0.0334502831 4.6973167535
0.0334502831 22.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 31.5395320347 0.0334502831 7.1376605627 11.4231582519
5.5847740724 14.4821264939 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 11.1490727391 12.6144894041 29.3367887061 0.0334502831 0.0334502831
0.0334502831 3.2310557837 25.5334097195 6.3358853461 0.0334502831 0.0334502831
0.0334502831 20.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 3.1027969976 0.0334502831 11.9641035686 0.0334502831 0.0334502831
0.0334502831 0.0334502831 25.7162896995 7.1930909978 0.0334502831 1.1909701520
0.0334502831 0.0334502831 24.5876437399 0.0334502831 0.0334502831 14.4792568263
0.0334502831 0.0334502831 20.5539914704 25.5129090958 0.0334502831 0.0334502831
1.0648813116 79.0020192546 0.0334502831 0.0334502831 0.0334502831 0.0334502831
3.2255474588 0.0334502831 45.6575248038 1.2172785868 0.0334502831 0.0334502831
0.0334502831 54.9355596836 1.4402753004 8.6349986621 5.1229674864 0.0334502831
0.0334502831 0.0334502831 5.5978310970 3.9420090793 2.2614620244 28.3324989317
0.0334502831 0.0334502831 38.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 78.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 18.2556791975 0.0334502831 13.8112213687 0.0334502831 0.0334502831
2.8651358558 0.0334502831 14.1917177502 9.1686404751 17.5627819587 9.3789753758
0.0334502831 30.9717840690 0.0334502831 0.0334502831 0.9881898001 1.1403769802
0.0334502831 40.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 30.5154115486 0.0334502831 0.0334502831 23.5514890176
0.0334502831 41.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 49.1097859765 5.9571145898 0.0334502831 0.0334502831
16.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
2.6900168869 0.0334502831 0.3346393767 0.0334502831 0.0334502831 41.0756945858
0.0334502831 0.0334502831 2.2875855004 12.6371492513 0.0334502831 1.1756160976
0.0334502831 24.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
5.6119065639 66.1440982184 0.0334502831 8.2790880576 8.3193697825 3.8127887932
1.0504753035 3.8025321296 0.0334502831 27.2473434163 0.0334502831 0.0334502831
0.0334502831 52.8181754783 0.0334502831 15.2487250879 0.0334502831 0.0334502831
0.0334502831 0.0334502831 48.0123673269 0.0334502831 0.0334502831 7.0545332394
0.0334502831 17.2358396910 0.0334502831 16.4293053909 9.4352057675 0.0334502831
1.9858842760 38.8516626939 0.0334502831 0.0334502831 1.2060125397 1.0902416228
0.0334502831 0.0334502831 103.4651007657 2.8507204603 0.0334502831 9.7845296233
0.0334502831 0.0334502831 48.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 36.2882601629 10.5134707612 0.0334502831 8.2986199252
0.0334502831 83.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
16.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
3.7472095186 0.0334502831 0.0334502831 7.8794052671 6.8137971609 22.6933891857
0.0334502831 0.0334502831 77.1075211263 21.9593794400 0.0334502831 0.0334502831
0.0334502831 63.6942690774 0.0334502831 92.3726314888 0.0334502831 0.0334502831
0.0334502831 0.0334502831 0.0334502831 2.2094593892 50.8574411770 0.0334502831
0.0334502831 23.3184612081 2.6720038914 2.1098857498 0.0334502831 0.0334502831
0.0334502831 88.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 33.4045685163 7.7790773105 2.9167050225 0.0334502831 0.0334502831
4.7555594110 31.3487052212 0.0334502831 7.9960862171 0.0334502831 0.0334502831
3.4329945882 0.0334502831 13.2196431463 0.0334502831 10.3373756568 18.1437877411
28.0329256467 0.0334502831 0.0334502831 10.0339749195 0.0334502831 0.0334502831
3.3491837716 53.8464334755 0.0334502831 14.7145500341 4.2236338513 0.0334502831
15.5325870339 0.0334502831 0.0334502831 14.4218645655 11.0896333252 11.0897162078
0.0334502831 40.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 6.2716754869 11.5411044241 0.0334502831 1.2875709383
9.8470417898 56.8616505836 1.3916584759 0.0334502831 0.0334502831 0.0334502831
0.0334502831 20.6712257158 0.0334502831 13.3956748504 0.0334502831 0.0334502831
4.4938752633 0.0334502831 9.6705613171 0.0334502831 26.9359142689 0.0334502831
3.9926529365 2.8116525842 35.2960453286 0.0334502831 0.0334502831 0.0334502831
0.0334502831 93.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 51.8751554084 0.0334502831 0.0334502831 3.1917451578
98.8718383232 0.0334502831 0.0334502831 3.5472400190 6.0370283853 4.6776944050
0.0334502831 41.3059878562 0.0334502831 6.7609127100 0.0334502831 0.0334502831
1.4586513817 7.0606426095 0.0334502831 2.5810568581 0.0334502831 0.0334502831
0.0334502831 0.0334502831 52.8708203707 0.0334502831 0.0334502831 18.1960801955
0.0334502831 3.9582156158 0.0334502831 7.1086849504 0.0334502831 0.0334502831
0.0334502831 1.1013901147 60.9655104515 0.0334502831 0.0334502831 0.0334502831
0.0334502831 24.3897255989 24.8025702849 31.4555448870 0.0334502831 2.4859603617
0.0334502831 0.0334502831 4.0493924568 9.1433374761 22.9076209164 0.0334502831
64.8757450097 0.0334502831 0.0334502831 0.0334502831 5.1911555565 0.0334502831
42.9294476946 1.9096582809 0.0334502831 4.2612448738 0.0334502831 0.0334502831
3.2525679705 40.8986301028 11.1239427635 0.0334502831 9.8586602957 0.0334502831
0.0334502831 0.0334502831 36.4650473947 6.6018531715 0.0334502831 0.0334502831
0.0334502831 2.8481384770 1.1083359339 18.1438764384 0.0334502831 0.0334502831
0.0334502831 0.0334502831 46.7018487948 1.4236151532 0.0334502831 3.9748869013
38.6453538206 1.3085095328 0.0334502831 17.1785462559 0.0334502831 20.0013915232
1.0877331485 0.0334502831 35.7574671664 0.0334502831 0.0334502831 5.2551505344
0.0334502831 0.0334502831 8.1247580304 0.0334502831 6.6476615894 29.3279312295
0.0334502831 0.0334502831 0.0334502831 15.0334502831 0.0334502831 0.0334502831
0.0334502831 28.5080466485 2.3178737195 1.2744304813 0.0334502831 0.0334502831
5.5626391346 2.9898229374 0.0334502831 9.5478887774 0.0334502831 0.0334502831
4.3414005457 0.0334502831 10.5540921899 11.2048581137 0.0334502831 0.0334502831
0.0334502831 73.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 0.0334502831 0.0334502831 7.0334502831 0.0334502831
0.0334502831 9.2079124593 2.2116129790 15.6808254110 0.0334502831 0.0334502831
0.0334502831 50.0334502831 0.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 0.0334502831 23.0334502831 0.0334502831 0.0334502831 0.0334502831
0.0334502831 24.4206370159 0.0334502831 13.6462635503 0.0334502831 0.0334502831
