-373536.2463686625	  inf
-289554.0722354278	2.24830e-01
-276921.0915393705	4.36291e-02
-272595.5104163361	1.56203e-02
-270822.5597481382	6.50396e-03
-269885.4205312289	3.46034e-03
-269361.4245308458	1.94155e-03
-269123.3373927540	8.83895e-04
-268872.6321078292	9.31563e-04
-268713.1994657144	5.92967e-04
-268606.9169875659	3.95524e-04
-268500.1011021553	3.97666e-04
-268413.6692943165	3.21906e-04
-268336.5134810095	2.87451e-04
-268268.2430670203	2.54421e-04
-268199.5181427448	2.56180e-04
-268152.5837027400	1.74998e-04
-268091.4475032717	2.27990e-04
-268047.9196795327	1.62362e-04
-268018.6051645236	1.09363e-04
-267985.6382171263	1.23002e-04
-267938.1538095465	1.77190e-04
-267888.8025376202	1.84189e-04
-267852.4221467646	1.35804e-04
-267825.7263094918	9.96662e-05
